travel_days,photo_num,person_num_qinzi,title_length,playmode1,playmode2,read_num_transformed
-0.236350849,-0.502626183,0,1.314979626,1,1,7.768110379
0.208524147,-0.44981895,0,1.119841655,0,1,7.816819966
-0.236350849,-0.555433416,0,-1.026676021,1,1,7.719573989
-0.236350849,-0.439257504,0,-0.441262109,0,1,7.311886164
0.653399142,0.342289543,0,-0.441262109,0,1,8.566173814
-0.236350849,-0.280835805,0,0.924703684,1,1,8.089175679
1.543149133,-0.587117756,0,1.314979626,1,1,8.077757564
-0.236350849,-0.724416561,1,-0.63640008,0,1,8.585972707
0.653399142,-0.301958698,0,0.339289773,0,1,11.00209984
1.098274138,-0.41813461,0,0.534427743,1,1,7.362010551
-2.015850831,-0.925084046,0,0.144151802,0,1,7.875499292
0.208524147,-0.08016832,0,-0.63640008,0,1,7.556427969
0.653399142,-0.756100901,0,-1.026676021,0,1,7.734558844
0.208524147,-0.808908134,0,-0.441262109,0,1,7.617267814
0.208524147,-0.745539454,0,-1.026676021,0,1,8.069968149
0.208524147,-0.925084046,0,-1.026676021,0,1,7.715569535
-0.236350849,-0.830031027,0,-1.221813991,1,0,7.492760301
0.653399142,1.641347472,0,-0.63640008,0,1,8.074026216
-0.236350849,-0.576556309,0,0.729565714,0,1,7.249925537
-0.681225844,-0.872276813,0,-0.246124139,1,1,10.30895266
-0.681225844,-0.259712912,0,0.339289773,0,1,9.126741348
-0.681225844,-0.492064737,0,0.924703684,0,1,7.558516743
-0.236350849,-0.925084046,1,-1.221813991,0,1,8.107720062
0.208524147,0.701378726,0,1.510117596,0,1,8.586905804
0.208524147,-0.935645493,0,-0.83153805,1,1,6.88550967
0.208524147,-0.11185266,0,-1.612089932,0,1,7.657755271
1.098274138,-0.122414106,1,-0.441262109,0,1,8.176391597
-0.236350849,-0.164659893,0,1.510117596,0,1,8.093156698
0.208524147,0.595764261,0,-1.026676021,1,1,9.680344001
-0.236350849,-0.734978008,0,-1.416951962,0,1,5.686975356
-1.570975835,-0.935645493,0,0.339289773,0,1,7.209340257
0.208524147,-0.830031027,0,-0.441262109,1,0,7.954723334
0.208524147,-0.04848398,0,1.119841655,0,1,8.08147504
-0.681225844,-0.428696057,0,-0.441262109,1,1,9.305650552
-0.236350849,-0.11185266,0,0.534427743,0,1,7.834788107
1.098274138,-0.692732221,1,0.924703684,0,1,7.690286021
1.098274138,-0.460380397,0,-0.441262109,1,1,7.588323677
1.098274138,-0.565994863,0,0.534427743,0,1,7.684783944
0.208524147,-0.238590019,0,1.119841655,1,1,8.67419694
0.653399142,-0.143537,1,-0.63640008,1,0,9.61580548
0.208524147,0.046569039,0,-0.83153805,1,0,8.822911626
1.988024129,0.775308852,0,1.510117596,1,0,8.171882006
-0.236350849,0.616887154,0,-1.416951962,0,1,8.216088099
1.988024129,1.387872754,0,-1.612089932,0,1,8.416267273
1.543149133,0.99709923,0,0.339289773,0,1,8.768885326
0.653399142,-0.11185266,0,-0.050986168,0,1,8.575273402
1.543149133,-0.41813461,0,1.314979626,1,1,10.04324949
0.653399142,1.049906463,0,-0.246124139,0,1,8.51318517
1.988024129,1.134398036,0,1.119841655,0,1,9.024251729
1.098274138,0.363412436,0,0.339289773,1,1,10.23995979
1.098274138,-0.259712912,0,1.119841655,1,1,7.62900389
1.098274138,-0.460380397,0,1.119841655,0,1,10.98529272
-1.570975835,-0.164659893,0,0.144151802,0,1,7.877397186
0.208524147,0.891484765,0,1.510117596,1,0,8.176391597
-0.236350849,-0.280835805,0,-0.050986168,0,1,7.80588204
-1.12610084,-0.88283826,0,-1.416951962,0,1,7.69211334
-0.681225844,-0.44981895,0,0.144151802,0,1,7.800572655
0.208524147,-0.830031027,0,-0.63640008,0,1,7.362010551
-1.570975835,-0.597679202,0,1.510117596,0,1,6.792344427
1.988024129,-0.185782786,0,0.534427743,0,1,8.216088099
-0.681225844,-0.217467126,1,-0.83153805,1,1,9.472704636
0.208524147,-0.777223794,0,-0.246124139,0,1,8.770904744
-1.12610084,-0.587117756,0,-1.612089932,0,1,7.747164967
-1.570975835,-0.81946958,0,0.534427743,1,0,7.230563153
-0.681225844,-0.745539454,0,0.729565714,0,1,7.880426344
-0.681225844,-0.639924989,0,-0.050986168,0,1,8.058643712
1.098274138,-0.534310523,0,0.924703684,0,1,8.113127104
-0.236350849,-0.037922534,0,-0.63640008,0,1,7.583756301
0.653399142,-0.132975553,0,4.632325124,0,1,7.341483852
-0.681225844,-0.576556309,0,0.339289773,0,1,8.440528106
-1.570975835,-0.840592473,1,1.314979626,0,1,7.619233416
-0.236350849,-0.41813461,0,-1.416951962,0,1,7.145196135
-0.681225844,-0.925084046,0,0.729565714,0,1,7.33171497
1.098274138,4.461253707,0,-1.026676021,1,1,11.75194237
0.653399142,3.943742825,0,1.119841655,0,1,9.798127037
-0.236350849,2.032120995,1,0.339289773,1,0,11.1844214
-0.236350849,0.933730551,1,0.534427743,1,1,9.740968623
-0.236350849,3.024896973,0,-0.63640008,1,0,9.472704636
0.208524147,0.395096776,0,-1.026676021,1,1,9.004053938
-0.681225844,0.25779797,0,0.534427743,0,1,8.827614751
-0.236350849,-0.270274358,0,-1.416951962,1,0,8.548304186
-0.236350849,-0.587117756,0,-0.441262109,1,1,9.998797732
-0.681225844,0.743624513,0,-1.026676021,1,1,9.472704636
1.988024129,-0.206905679,0,-1.026676021,0,1,8.484049973
-0.236350849,0.395096776,0,-0.63640008,1,1,9.392661929
1.988024129,-0.249151465,0,-0.63640008,1,1,8.994668836
-0.236350849,0.109937718,0,-1.416951962,1,0,9.205930663
0.653399142,-0.08016832,0,-0.83153805,1,0,8.968396191
-0.681225844,-0.11185266,0,0.144151802,1,1,10.69194491
0.208524147,0.72250162,0,-0.83153805,1,1,9.546812609
-0.236350849,0.363412436,0,-0.246124139,1,1,10.08580911
0.653399142,-0.787785241,0,1.119841655,1,1,8.193123722
-1.12610084,-0.090729767,0,0.534427743,1,1,7.177782416
-0.681225844,-0.576556309,0,0.534427743,1,0,8.314587291
-1.12610084,-0.48150329,0,1.510117596,1,0,8.891374009
-0.236350849,-0.565994863,0,0.534427743,1,0,8.971829344
-1.12610084,-0.534310523,0,-0.441262109,0,1,9.952277717
-0.236350849,-0.291397252,0,0.144151802,0,1,7.360739903
-0.236350849,1.556855899,0,0.144151802,1,0,8.750683035
-1.570975835,-0.291397252,0,0.339289773,0,1,8.710619528
-0.236350849,-0.81946958,1,-1.026676021,1,0,10.87804719
-0.236350849,-0.587117756,0,-1.416951962,1,0,8.108623268
-1.12610084,-0.787785241,0,-0.83153805,1,0,8.59674347
-1.570975835,-0.935645493,0,-1.416951962,1,1,7.855157006
-1.12610084,0.458465455,0,-0.63640008,0,1,7.76937861
-1.12610084,-0.935645493,0,-1.612089932,0,1,7.522400231
1.988024129,1.715277598,0,-0.441262109,1,1,9.472704636
-1.12610084,-0.777223794,0,1.314979626,1,1,9.114930187
-0.681225844,-0.713855115,0,-1.221813991,0,1,7.72753511
-1.12610084,-0.872276813,0,-1.416951962,1,0,7.393263095
