"per_cost","travel_days","photo_num","person_num_三五好友","person_num_亲子","person_num_家庭","person_num_情侣","person_num_独自一人","person_num_闺蜜","is_weekend","title_length","z","playmode1","playmode2"
-0.0107373701214933,-0.0764535825043432,0.701714890495344,1,0,0,0,0,0,0,-0.906442906886817,1,1,1
-0.01193004512629,0.383383065591278,2.83297310751139,0,0,0,1,0,0,1,0.199952091877199,1,1,1
-0.0107373701214933,0.383383065591278,2.57795075675733,0,0,0,0,0,1,0,0.199952091877199,1,1,1
-0.0113849764589395,-0.0764535825043432,0.52866400962652,1,0,0,0,0,0,0,-0.0766466578138054,1,1,1
-0.0107373701214933,-0.0764535825043432,5.57446337811749,0,0,0,1,0,0,0,-0.491544782350311,1,1,1
-0.0131119266921294,-0.0764535825043432,1.07514047552807,0,0,0,0,0,1,0,-0.768143532041315,1,1,1
-0.0127881235234063,0.8432197136869,2.31382046490491,1,0,0,0,0,0,0,0.614850216413705,1,1,1
-0.0114929108485139,0.383383065591278,0.237209894479027,1,0,0,0,0,0,0,-0.0766466578138054,1,1,1
-0.0121135335885665,-0.0764535825043432,0.592419597315034,1,0,0,0,0,0,0,0.891448966104708,1,1,1
-0.0123563859651088,-0.0764535825043432,3.67090368856043,1,0,0,0,0,0,0,-0.491544782350311,1,1,1
-0.0107373701214933,-0.536290230599965,0.0277272492167665,0,0,0,1,0,0,1,0.476550841568203,1,0,1
-0.00911835427787779,0.8432197136869,1.51232164824931,0,0,0,1,0,0,0,0.476550841568203,1,1,1
-0.0112770420693651,-0.0764535825043432,1.17532782761002,0,0,0,0,1,0,0,0.199952091877199,1,1,1
-0.0101976981736215,0.8432197136869,2.27738870051148,0,0,0,1,0,0,0,0.0616527170316966,1,0,1
-0.0101976981736215,0.383383065591278,0.510448127429802,0,0,0,0,1,0,0,-0.906442906886817,1,1,0
-0.0139214346139371,-0.536290230599965,0.218994012282309,1,0,0,0,0,0,1,-1.18304165657782,1,1,0
-0.0112770420693651,1.30305636178252,1.02049282893791,1,0,0,0,0,0,0,-0.491544782350311,1,1,0
-0.0134357298608525,-0.536290230599965,1.69448047021649,1,0,0,0,0,0,1,-0.353245407504809,1,1,1
-0.0114929108485139,1.76289300987814,2.26828075941312,0,0,1,0,0,0,0,-0.0766466578138054,1,1,0
-0.00933422305702652,-0.536290230599965,0.510448127429802,0,0,0,0,0,1,0,-0.491544782350311,1,1,0
-0.011816714017237,0.8432197136869,1.10246429882315,1,0,0,0,0,0,1,0.0616527170316966,1,1,1
-0.0116008452380882,-0.536290230599965,0.10059077800364,0,0,0,0,0,1,0,0.476550841568203,1,1,1
-0.0122484515755344,0.383383065591278,0.055051072511844,1,0,0,0,0,0,0,0.199952091877199,1,1,1
-0.013551219657697,-0.0764535825043432,1.11157223992151,0,0,1,0,0,0,1,-0.0766466578138054,1,1,1
-0.0112770420693651,0.383383065591278,-0.11799980835698,0,0,0,0,0,1,0,-1.04474228173232,1,1,1
-0.0123563859651088,-0.0764535825043432,1.49410576605259,1,0,0,0,0,0,0,0.614850216413705,1,1,1
-0.0135436642504268,-0.0764535825043432,0.0186193081184073,0,0,0,1,0,0,0,-0.629844157195813,1,1,1
-0.0101976981736215,1.30305636178252,2.54151899236389,0,0,0,0,0,1,0,-0.629844157195813,1,1,1
-0.0123563859651088,-1.45596352679121,1.19354370980674,0,1,0,0,0,0,0,1.99784396486872,1,0,1
-0.0112770420693651,-0.536290230599965,1.63983282362634,1,0,0,0,0,0,0,2.68934083909623,1,1,1
-0.0112770420693651,-0.536290230599965,-0.755555685242121,1,0,0,0,0,0,0,-1.04474228173232,1,0,1
-0.0116267494915861,0.383383065591278,0.300965482167541,0,1,0,0,0,0,0,3.38083771332374,1,1,1
-0.0109143825203952,0.383383065591278,0.0459431314134848,0,0,0,0,1,0,1,0.0616527170316966,1,1,1
-0.011816714017237,-0.0764535825043432,3.0971033993638,1,0,0,0,0,0,0,0.614850216413705,1,1,1
-0.0112770420693651,-0.0764535825043432,0.337397246560978,1,0,0,0,0,0,0,0.0616527170316966,1,0,1
-0.0124643203546832,0.383383065591278,0.319181364364259,0,0,0,0,1,0,1,-0.629844157195813,1,1,1
-0.00372163479915945,0.383383065591278,1.71269635241321,0,1,0,0,0,0,0,1.02974834095021,1,1,1
-0.0123563859651088,-0.536290230599965,0.155238424593795,0,0,0,0,1,0,1,-1.18304165657782,1,0,1
-0.0123563859651088,0.383383065591278,1.43035017836408,0,0,0,1,0,0,0,0.0616527170316966,1,1,1
-0.0112770420693651,1.30305636178252,1.29373106188869,1,0,0,0,0,0,0,0.338251466722701,1,1,1
-0.011816714017237,-0.0764535825043432,-0.0451362795701067,0,0,0,0,1,0,0,0.476550841568203,1,1,0
-0.0106013727906296,0.8432197136869,0.246317835577386,0,0,0,0,1,0,1,-0.906442906886817,1,1,0
-0.0123563859651088,2.22272965797376,1.85842340998696,0,0,0,0,1,0,0,-0.214946032659307,1,1,1
-0.0112770420693651,-0.536290230599965,0.984061064544478,0,0,0,0,0,1,0,2.27444271455973,1,1,1
-0.00857868233000595,-0.0764535825043432,1.04781665223299,0,0,1,0,0,0,0,0.338251466722701,1,1,1
-0.0123563859651088,0.383383065591278,0.182562247888872,1,0,0,0,0,0,1,0.338251466722701,1,1,1
-0.0112770420693651,0.383383065591278,2.19541723062625,0,1,0,0,0,0,0,0.891448966104708,1,1,1
-0.0107373701214933,0.383383065591278,0.0186193081184073,1,0,0,0,0,0,0,0.614850216413705,1,1,1
