"per_cost","travel_days","photo_num","person_num_三五好友","person_num_亲子","person_num_家庭","person_num_情侣","person_num_独自一人","person_num_闺蜜","is_weekend","title_length","z","playmode1","playmode2"
0.235952477599427,-0.671604422516269,0.488075655225193,1,0,0,0,0,0,0,0.957668469418054,0,1,1
0.0756400337901374,1.19303169266511,-0.141954060843479,1,0,0,0,0,0,1,-0.293644071285236,0,1,1
-0.832797147795839,-0.671604422516269,-0.398361503429566,1,0,0,0,0,0,0,1.6528421031421,0,1,1
0.0756400337901374,-0.671604422516269,-0.310450380257193,0,0,0,0,0,1,0,0.262494835694004,1,1,1
-0.244984853828443,0.26071363507442,-0.347080014912349,1,0,0,0,0,0,0,-0.0155746177956163,1,1,1
0.235952477599427,0.26071363507442,1.08147573663871,0,0,0,1,0,0,0,0.262494835694004,1,1,1
0.235952477599427,0.26071363507442,-0.486272626601939,0,0,0,0,0,1,0,-1.26688715849891,1,1,1
0.0628150382853942,0.26071363507442,-0.14927998777451,0,1,0,0,0,0,0,3.18222409733501,1,1,1
0.235952477599427,-0.205445393720924,-0.119976280050385,1,0,0,0,0,0,0,-0.154609344540426,1,0,1
-0.351859816367969,0.26071363507442,-0.134628133912448,0,0,0,0,1,0,1,-0.849782978264476,1,1,1
-0.298422335098206,-0.671604422516269,-0.266494818671007,0,0,0,0,1,0,1,-1.40592188524372,1,0,1
0.235952477599427,-0.671604422516269,0.40016453205282,0,0,0,0,0,1,0,2.06994628337653,1,1,1
0.235952477599427,-1.60392248010696,0.378186751259727,1,0,0,0,0,0,0,0.540564289183624,0,1,1
-0.832797147795839,-1.60392248010696,-0.925828242463803,0,0,0,1,0,0,1,0.401529562438814,1,1,0
-0.0312349287493892,0.26071363507442,-0.339754087981317,0,0,0,1,0,0,0,-1.1278524317541,1,1,1
0.235952477599427,-0.205445393720924,0.385512678190758,1,0,0,0,0,0,1,-0.710748251519666,0,0,1
-0.939672110335366,0.26071363507442,-0.0833466453952301,1,0,0,0,0,0,1,-0.988817705009287,1,1,0
-0.268497345587138,0.26071363507442,0.0118904047081738,0,0,1,0,0,0,1,-0.849782978264476,0,1,1
-0.725922185256313,-0.671604422516269,-0.442317065015752,0,0,0,0,0,1,0,-0.432678798030046,0,1,1
-0.298422335098206,-0.205445393720924,-0.603487457498436,0,0,1,0,0,0,0,0.123460108949194,0,1,1
-0.298422335098206,-0.205445393720924,-0.515576334326063,0,0,0,1,0,0,0,-0.293644071285236,0,1,0
-0.0312349287493892,-0.205445393720924,-0.596161530567405,0,0,0,0,0,1,0,-0.571713524774856,0,0,1
-0.298422335098206,0.26071363507442,-0.442317065015752,0,0,0,1,0,0,0,0.540564289183624,1,1,1
-0.565609741447023,0.26071363507442,-0.105324426188323,0,0,0,0,0,1,0,-0.154609344540426,1,0,1
-0.298422335098206,-0.671604422516269,0.370860824328696,0,0,0,0,1,0,1,0.818633742673244,0,1,1
0.235952477599427,0.726872663869764,0.663897901569939,0,1,0,0,0,0,1,-1.26688715849891,0,1,1
-0.565609741447023,-0.205445393720924,-0.940480096325865,0,1,0,0,0,0,0,-0.571713524774856,0,0,1
-0.993109591605129,-0.205445393720924,0.231668212639106,0,0,0,0,0,0,0,0.679599015928434,0,1,1
0.235952477599427,-0.205445393720924,-0.207887403222758,0,0,0,1,0,0,1,-1.26688715849891,1,1,1
-0.832797147795839,-0.671604422516269,-0.83791711929143,1,0,0,0,0,0,0,-0.154609344540426,1,1,1
1.30470210299469,1.19303169266511,-0.750005996119057,0,1,0,0,0,0,0,-0.293644071285236,0,0,1
-0.565609741447023,-1.13776345131161,-0.14927998777451,1,0,0,0,0,0,0,1.51380737639729,1,1,1
-0.298422335098206,-0.205445393720924,-0.200561476291727,0,0,0,1,0,0,0,-0.571713524774856,0,0,1
-0.725922185256313,-0.205445393720924,-0.273820745602038,0,0,0,0,1,0,1,1.79187682988691,0,1,1
-1.2709844942079,-1.13776345131161,0.246320066501168,1,0,0,0,0,0,0,-0.154609344540426,0,1,1
-1.20685951668418,-1.60392248010696,-0.728028215325964,1,0,0,0,0,0,1,-0.0155746177956163,0,1,1
-0.592328482081904,-0.671604422516269,-0.786635630774213,1,0,0,0,0,0,1,1.93091155663172,1,1,1
-0.0312349287493892,-0.671604422516269,-0.434991138084721,0,0,0,1,0,0,1,-0.710748251519666,0,1,1
0.235952477599427,-0.671604422516269,-0.237191110946882,0,0,0,0,0,1,1,-1.54495661198853,0,0,1
-0.939672110335366,-1.13776345131161,-0.896524534739679,1,0,0,0,0,0,0,-0.849782978264476,1,0,1
-0.298422335098206,-0.205445393720924,-1.02839121949824,0,0,0,1,0,0,0,-0.0155746177956163,1,1,1
-0.565609741447023,-0.205445393720924,-0.786635630774213,0,0,0,0,1,0,0,-1.40592188524372,0,0,1
-0.817834653040306,-0.671604422516269,-0.918502315532772,1,0,0,0,0,0,0,1.6528421031421,1,1,1
-1.26029699795395,-1.60392248010696,-1.07967270801546,0,1,0,0,0,0,1,-0.0155746177956163,0,0,1
-0.298422335098206,-0.205445393720924,-0.0613688646021369,0,0,0,0,0,1,0,-0.710748251519666,1,1,1
-0.832797147795839,-0.205445393720924,-0.859894900084523,0,0,0,0,1,0,0,-0.710748251519666,0,1,1
0.503139883948244,-0.205445393720924,1.0082164673284,0,0,1,0,0,0,1,-0.154609344540426,1,1,1
-0.298422335098206,0.26071363507442,1.15473500594902,0,0,0,1,0,0,0,1.09670319616286,1,1,1
0.235952477599427,-0.205445393720924,0.678549755432001,1,0,0,0,0,0,0,0.401529562438814,0,1,1
