read_num_transformed,per_cost,travel_days,photo_num,person_num_三五好友,person_num_亲子,person_num_家庭,person_num_情侣,person_num_独自一人,person_num_闺蜜,is_weekend,title_length,playmode1,playmode2
2037.0,170,1,9,0,1,0,0,0,0,0,19,0,1.0
1268.0,2200,4,49,0,0,1,0,0,0,0,5,0,1.0
1528.0,1000,3,1,0,0,0,1,0,0,0,16,0,1.0
127000.0,2000,7,511,0,0,0,0,1,0,0,7,1,1.0
18000.0,500,6,462,1,0,0,0,0,0,0,18,0,1.0
72000.0,2000,4,281,0,1,0,0,0,0,0,14,1,0.0
17000.0,4200,4,177,0,1,0,0,0,0,0,15,1,1.0
13000.0,1000,4,375,0,0,0,0,1,0,1,9,1,0.0
8136.0,3000,5,126,0,0,1,0,0,0,0,7,1,1.0
6820.0,1000,3,113,0,0,1,0,0,0,0,15,0,1.0
5158.0,968,4,63,1,0,0,0,0,0,1,5,1,0.0
22000.0,1000,4,33,0,0,0,0,0,1,0,10,1,1.0
13000.0,3000,3,159,0,0,0,1,0,0,0,7,1,1.0
4837.0,4000,9,69,1,0,0,0,0,0,1,7,0,1.0
12000.0,1500,4,126,1,0,0,0,0,0,1,9,1,1.0
8060.0,3000,9,65,0,0,0,0,1,0,0,9,1,1.0
9956.0,3000,4,99,0,0,0,0,0,1,0,5,1,0.0
7851.0,2500,6,81,1,0,0,0,0,0,1,8,1,0.0
44000.0,800,3,78,0,0,0,0,1,0,0,13,1,1.0
14000.0,2500,5,157,1,0,0,0,0,0,0,8,1,1.0
24000.0,1800,4,123,0,0,0,0,1,0,0,11,1,1.0
3616.0,2000,6,14,0,0,0,0,0,1,0,18,1,1.0
1310.0,2000,2,80,0,0,0,0,1,0,0,15,1,1.0
4083.0,2000,3,34,1,0,0,0,0,0,0,15,1,0.0
7269.0,700,2,43,0,0,0,0,0,1,0,20,1,0.0
7878.0,1000,4,35,0,0,0,0,0,1,0,15,1,0.0
21000.0,1000,2,38,0,0,0,0,1,0,0,10,0,1.0
1573.0,2000,4,61,0,0,0,0,0,1,0,13,0,1.0
6315.0,4000,4,236,0,0,0,1,0,0,1,13,1,0.0
6067.0,500,1,61,0,0,0,0,1,0,0,14,0,1.0
53000.0,6000,4,11,0,1,0,0,0,0,0,7,1,0.0
3323.0,5000,4,33,0,0,0,1,0,0,0,5,1,0.0
5414.0,400,2,14,0,0,0,0,0,1,1,8,1,0.0
2579.0,300,1,0,0,0,0,0,1,0,0,5,1,1.0
2367.0,300,2,132,0,0,0,0,0,1,0,9,0,1.0
1849.0,220,2,0,0,0,0,0,1,0,0,4,0,1.0
13000.0,2800,9,251,0,0,1,0,0,0,0,10,1,1.0
9090.0,500,2,15,1,0,0,0,0,0,1,19,1,1.0
2270.0,400,3,21,0,0,0,0,1,0,0,6,0,1.0
1625.0,2000,2,6,0,0,1,0,0,0,1,5,1,0.0
5503.0,3800,5,37,0,0,0,1,0,0,1,15,1,0.0
5840.0,2000,4,92,0,0,0,0,1,0,0,9,1,0.0
2123.0,2000,4,75,1,0,0,0,0,0,0,9,1,0.0
8628.0,4000,4,21,0,1,0,0,0,0,0,10,1,0.0
2468.0,2500,5,29,1,0,0,0,0,0,0,14,1,1.0
968.0,3000,4,221,1,0,0,0,0,0,1,7,1,0.0
2039.0,4000,2,22,0,0,0,0,0,1,0,12,1,0.0
60000.0,4700,8,228,1,0,0,0,0,0,1,9,1,1.0
3615.0,6500,8,71,0,0,0,1,0,0,0,20,0,1.0
38000.0,2000,4,143,0,0,0,0,1,0,0,15,1,1.0
4673.0,1460,7,102,0,0,0,0,0,1,0,19,1,1.0
7916.0,6000,5,132,1,0,0,0,0,0,0,7,1,1.0
2511.0,3500,8,91,1,0,0,0,0,0,0,7,1,1.0
2223.0,4000,8,127,0,0,1,0,0,0,1,11,0,1.0
30000.0,5000,5,147,0,0,0,1,0,0,0,14,0,1.0
17000.0,1000,6,134,1,0,0,0,0,0,0,24,1,1.0
596.0,3000,1,121,1,0,0,0,0,0,0,9,1,1.0
56000.0,200,9,254,1,0,0,0,0,0,1,6,0,1.0
3758.0,129,2,19,0,0,0,0,1,0,1,13,1,1.0
3920.0,500,2,50,1,0,0,0,0,0,0,5,1,0.0
20000.0,1100,4,444,1,0,0,0,0,0,0,10,1,1.0
2041.0,1250,3,3,0,0,0,1,0,0,0,8,1,0.0
3738.0,2500,6,73,0,0,1,0,0,0,1,18,1,0.0
10000.0,5000,8,158,1,0,0,0,0,0,0,10,0,1.0
3118.0,2000,6,107,0,0,0,0,1,0,1,4,1,1.0
6608.0,4000,8,166,1,0,0,0,0,0,0,15,1,1.0
1943.0,4000,2,58,1,0,0,0,0,0,0,17,0,1.0
8517.0,2200,8,30,0,0,1,0,0,0,1,13,1,1.0
20000.0,2710,8,407,0,0,0,1,0,0,1,19,0,1.0
20000.0,4800,9,244,1,0,0,0,0,0,1,13,1,1.0
7090.0,4000,9,164,0,0,0,0,0,1,0,10,0,1.0
10000.0,5500,9,182,1,0,0,0,0,0,1,10,1,0.0
5484.0,7500,8,145,0,0,1,0,0,0,1,16,0,1.0
7793.0,1000,6,231,0,0,0,1,0,0,0,21,0,1.0
3494.0,5000,7,90,0,0,1,0,0,0,0,18,0,1.0
6306.0,4500,1,457,1,0,0,0,0,0,1,18,1,0.0
19000.0,7500,8,99,0,0,0,0,1,0,1,18,0,1.0
2888.0,3500,9,133,0,0,0,0,1,0,0,13,0,1.0
3592.0,4000,9,135,0,0,0,1,0,0,1,8,0,1.0
4954.0,7000,9,256,0,0,0,1,0,0,0,9,1,1.0
4159.0,1200,3,32,1,0,0,0,0,0,0,4,0,1.0
13000.0,3000,6,119,0,0,0,1,0,0,0,20,0,1.0
9126.0,5000,9,289,1,0,0,0,0,0,0,8,1,1.0
5081.0,3000,7,248,0,0,1,0,0,0,1,16,0,1.0
6000.0,3500,8,101,0,0,0,1,0,0,0,10,1,1.0
2469.0,5000,7,119,0,0,1,0,0,0,0,14,0,1.0
2394.0,8000,8,64,0,0,0,0,0,1,0,12,0,1.0
8499.0,6000,9,159,0,0,0,1,0,0,0,15,1,1.0
2762.0,4500,7,138,0,0,1,0,0,0,1,10,0,1.0
2018.0,3500,8,87,1,0,0,0,0,0,1,13,1,0.0
1760.0,4000,7,37,0,0,0,1,0,0,1,16,0,1.0
6793.0,5000,9,96,0,0,1,0,0,0,1,4,0,1.0
4980.0,3000,6,188,0,0,0,1,0,0,1,11,0,1.0
5260.0,4000,6,88,1,0,0,0,0,0,1,12,1,1.0
6236.0,7000,8,251,1,0,0,0,0,0,0,9,0,1.0
3538.0,3000,7,202,0,0,0,0,1,0,1,11,0,1.0
3701.0,2500,9,58,0,1,0,0,0,0,1,9,1,1.0
11000.0,8000,6,159,0,0,0,1,0,0,0,12,0,1.0
29000.0,4000,7,117,1,0,0,0,0,0,0,13,1,1.0
2942.0,6500,6,157,0,0,0,0,0,1,0,10,1,0.0
3463.0,7000,3,72,1,0,0,0,0,0,1,18,0,1.0
4193.0,5000,7,65,1,0,0,0,0,0,1,16,0,1.0
2280.0,4000,5,90,0,0,0,1,0,0,1,4,0,1.0
2555.0,5600,9,7,0,1,0,0,0,0,1,20,0,1.0
2561.0,7500,8,135,0,0,0,1,0,0,0,20,0,1.0
2259.0,1800,6,26,0,0,0,0,0,1,0,15,1,1.0
2406.0,3500,8,38,0,0,0,0,0,1,1,19,1,1.0
2343.0,4500,2,9,0,0,0,1,0,0,1,16,0,1.0
1701.0,1200,4,155,0,0,0,1,0,0,0,20,0,1.0
1563.0,6000,9,0,0,0,0,1,0,0,0,20,0,1.0
2005.0,5500,8,30,0,0,0,1,0,0,1,19,0,1.0
1321.0,2000,5,12,1,0,0,0,0,0,0,20,0,1.0
1181.0,5000,2,11,0,0,0,1,0,0,0,9,1,1.0
3737.0,5500,9,229,1,0,0,0,0,0,1,13,0,1.0
2469.0,5000,9,54,0,0,0,0,1,0,0,9,0,1.0
1744.0,5000,8,43,0,0,0,1,0,0,0,16,1,1.0
2010.0,2500,8,69,0,0,0,0,1,0,0,7,1,1.0
1406.0,5300,8,11,1,0,0,0,0,0,0,10,1,1.0
1756.0,4000,7,60,0,1,0,0,0,0,0,5,0,1.0
3955.0,3700,9,183,0,0,0,1,0,0,1,7,1,0.0
3646.0,5500,8,53,1,0,0,0,0,0,1,20,0,1.0
3402.0,2000,5,122,0,0,0,0,0,1,0,13,1,1.0
1485.0,7500,8,58,0,0,0,0,0,1,1,4,0,1.0
2944.0,15000,2,18,0,0,1,0,0,0,0,9,1,0.0
3931.0,3000,4,6,0,0,1,0,0,0,0,14,0,1.0
2203.0,3500,9,34,1,0,0,0,0,0,0,18,1,1.0
1094.0,5000,8,34,0,0,0,1,0,0,1,9,0,1.0
35000.0,2800,5,171,0,0,1,0,0,0,0,10,0,1.0
13000.0,967,3,176,0,0,0,0,1,0,0,13,0,1.0
15000.0,500,2,135,0,0,0,1,0,0,1,7,0,1.0
5117.0,1000,3,224,0,0,1,0,0,0,0,4,1,0.0
14000.0,2500,5,159,0,0,0,1,0,0,1,11,1,1.0
41000.0,800,2,56,1,0,0,0,0,0,0,7,0,1.0
10000.0,1200,3,163,1,0,0,0,0,0,1,18,1,1.0
1689.0,1000,3,26,1,0,0,0,0,0,0,14,0,1.0
3418.0,2300,4,64,0,0,0,0,1,0,1,16,1,1.0
18000.0,500,3,80,1,0,0,0,0,0,0,17,1,1.0
3213.0,780,5,8,0,0,1,0,0,0,1,13,0,1.0
2656.0,500,2,41,1,0,0,0,0,0,0,13,1,0.0
18000.0,1200,3,102,1,0,0,0,0,0,0,9,1,1.0
3302.0,5000,3,32,0,0,0,1,0,0,1,20,0,1.0
11000.0,1000,2,202,1,0,0,0,0,0,0,10,0,0.0
12000.0,2068,5,126,1,0,0,0,0,0,1,20,1,0.0
32000.0,2999,5,203,0,1,0,0,0,0,0,19,0,1.0
13000.0,2000,4,170,1,0,0,0,0,0,1,19,1,1.0
20000.0,1800,4,90,1,0,0,0,0,0,1,27,0,1.0
6897.0,1500,4,158,0,0,0,1,0,0,0,10,1,0.0
19000.0,1173,5,47,0,0,1,0,0,0,0,17,0,1.0
8500.0,4000,9,255,1,0,0,0,0,0,1,4,1,1.0
19000.0,2000,9,99,0,1,0,0,0,0,0,14,0,1.0
23000.0,600,2,20,1,0,0,0,0,0,0,19,0,1.0
27000.0,1500,3,59,0,0,0,1,0,0,0,13,0,1.0
519.0,500,2,30,1,0,0,0,0,0,0,12,1,0.0
6411.0,1500,3,84,0,0,1,0,0,0,1,16,1,1.0
5152.0,2000,4,61,0,0,0,0,1,0,0,11,0,1.0
2358.0,1000,2,54,1,0,0,0,0,0,1,12,0,1.0
4635.0,1200,3,159,0,0,0,1,0,0,1,13,0,1.0
3324.0,1300,4,73,0,0,0,0,1,0,0,10,1,0.0
3041.0,2000,3,109,1,0,0,0,0,0,0,15,0,1.0
3639.0,1200,8,68,0,0,0,0,0,1,0,19,0,1.0
7745.0,5000,3,171,1,0,0,0,0,0,0,12,1,1.0
15000.0,2500,6,130,1,0,0,0,0,0,0,12,1,1.0
40000.0,2000,2,153,1,0,0,0,0,0,1,10,1,1.0
8141.0,1500,4,154,0,0,0,0,1,0,0,30,1,0.0
10000.0,1000,3,105,1,0,0,0,0,0,0,10,0,1.0
10000.0,4700,4,101,0,0,0,0,0,1,0,15,1,0.0
22000.0,3000,4,139,1,0,0,0,0,0,0,14,1,0.0
43000.0,600,5,41,0,0,0,0,0,1,1,10,1,0.0
9746.0,3000,7,112,1,0,0,0,0,0,0,10,1,1.0
13000.0,2800,4,38,0,1,0,0,0,0,0,5,0,1.0
19000.0,3000,5,33,0,0,0,1,0,0,0,18,1,0.0
4281.0,5000,1,92,0,0,0,1,0,0,0,14,1,1.0
42000.0,800,0,40,0,1,0,0,0,0,0,14,1,1.0
15000.0,600,2,63,0,0,0,0,1,0,1,11,1,0.0
6880.0,550,3,101,1,0,0,0,0,0,0,5,1,1.0
3291.0,500,3,72,0,0,0,1,0,0,0,5,0,1.0
12000.0,500,2,38,0,1,0,0,0,0,1,12,1,1.0
1404.0,3000,9,89,0,0,0,0,0,1,0,3,0,1.0
15000.0,2000,3,60,0,0,1,0,0,0,0,7,0,1.0
7061.0,250,1,17,0,0,0,0,1,0,1,7,1,0.0
3831.0,3000,4,42,0,0,1,0,0,0,0,18,0,1.0
1868.0,300,2,21,0,0,0,1,0,0,0,9,0,1.0
2118.0,2500,5,15,0,0,0,1,0,0,0,5,1,1.0
4900.0,4000,5,32,0,0,1,0,0,0,1,9,1,0.0
3200.0,2000,3,18,0,1,0,0,0,0,0,7,0,1.0
3280.0,500,1,0,0,0,1,0,0,0,0,13,0,1.0
1531.0,2222,1,18,0,0,0,0,0,1,0,2,1,0.0
3854.0,600,1,67,1,0,0,0,0,0,0,8,1,1.0
1636.0,3000,6,74,0,0,0,1,0,0,0,12,1,0.0
3001.0,2100,4,30,0,1,0,0,0,0,0,12,1,1.0
2644.0,600,2,21,0,0,0,0,1,0,1,6,0,1.0
3845.0,600,2,23,1,0,0,0,0,0,0,12,0,1.0
14000.0,3000,6,94,0,0,1,0,0,0,0,15,1,1.0
2511.0,3500,8,91,1,0,0,0,0,0,0,7,1,1.0
2223.0,4000,8,127,0,0,1,0,0,0,1,11,0,1.0
6628.0,500,2,100,0,0,0,0,0,1,1,14,1,1.0
7068.0,2650,6,157,0,0,0,1,0,0,0,19,1,1.0
3063.0,5000,9,128,0,0,0,0,0,1,1,15,1,1.0
53000.0,998,3,49,0,0,0,1,0,0,0,16,0,1.0
9322.0,1200,6,87,1,0,0,0,0,0,0,9,0,1.0
525.0,2000,3,8,0,1,0,0,0,0,0,9,1,1.0
7621.0,3000,5,164,0,0,1,0,0,0,1,16,0,1.0
3376.0,20000,2,101,0,1,0,0,0,0,0,16,0,1.0
1635.0,7500,7,44,0,0,0,1,0,0,0,16,1,0.0
18000.0,6800,2,111,1,0,0,0,0,0,1,17,1,1.0
3605.0,2800,5,111,1,0,0,0,0,0,0,11,1,0.0
5927.0,2500,5,23,1,0,0,0,0,0,1,10,0,1.0
3896.0,5000,5,28,1,0,0,0,0,0,1,14,0,1.0
301.0,3000,0,0,0,0,0,0,0,1,0,11,1,0.0
1043.0,1500,4,17,0,0,1,0,0,0,0,7,1,1.0
13000.0,1000,3,14,0,0,0,1,0,0,1,17,1,1.0
1472.0,800,3,32,1,0,0,0,0,0,1,5,1,1.0
1543.0,6000,4,52,0,0,0,0,0,1,0,13,1,0.0
3639.0,1200,8,68,0,0,0,0,0,1,0,19,0,1.0
5223.0,3000,6,82,0,0,0,1,0,0,0,4,1,1.0
2781.0,680,4,27,1,0,0,0,0,0,0,10,0,1.0
604.0,1126,5,20,0,0,0,0,1,0,0,3,1,0.0
1460.0,300,2,41,0,0,1,0,0,0,0,5,0,1.0
1265.0,3000,7,0,0,1,0,0,0,0,0,10,1,1.0
938.0,5000,5,2,0,1,0,0,0,0,0,10,1,0.0
705.0,500,1,16,0,0,0,1,0,0,0,5,0,1.0
1704.0,2000,3,9,1,0,0,0,0,0,0,8,0,1.0
2131.0,400,2,21,0,0,1,0,0,0,1,19,1,1.0
482.0,150,0,4,0,0,1,0,0,0,0,5,1,0.0
918.0,2500,5,0,0,0,0,0,1,0,1,9,1,0.0
17000.0,3000,3,171,0,0,0,0,1,0,0,17,0,1.0
29000.0,2000,5,126,0,0,0,0,0,1,1,10,0,1.0
3283.0,400,2,61,1,0,0,0,0,0,0,8,0,1.0
34000.0,300,2,42,1,0,0,0,0,0,1,19,0,1.0
11000.0,500,2,199,0,0,0,0,0,1,0,8,0,1.0
8769.0,700,1,17,1,0,0,0,0,0,0,15,0,1.0
7535.0,250,2,25,0,0,1,0,0,0,1,19,0,1.0
3629.0,800,2,44,0,0,1,0,0,0,1,12,0,1.0
11000.0,1000,3,26,1,0,0,0,0,0,1,19,0,1.0
4599.0,2000,3,13,0,0,1,0,0,0,0,17,1,1.0
2556.0,800,2,32,0,0,0,0,0,1,0,9,0,1.0
3705.0,2000,2,18,1,0,0,0,0,0,0,17,1,1.0
2656.0,800,1,25,1,0,0,0,0,0,0,17,0,1.0
2342.0,800,1,32,1,0,0,0,0,0,0,17,0,1.0
2168.0,388,1,24,1,0,0,0,0,0,1,19,1,1.0
1813.0,5000,4,0,0,0,1,0,0,0,0,7,0,1.0
53000.0,998,3,49,0,0,0,1,0,0,0,16,0,1.0
4376.0,800,2,19,1,0,0,0,0,0,1,11,0,1.0
3124.0,500,2,31,0,0,0,0,1,0,0,5,0,1.0
3605.0,2800,5,111,1,0,0,0,0,0,0,11,1,0.0
5092.0,600,2,11,1,0,0,0,0,0,0,9,1,1.0
8870.0,1500,7,256,0,0,0,0,1,0,0,17,1,1.0
5646.0,372,5,280,0,0,0,1,0,0,1,21,1,1.0
3747.0,12000,9,1068,1,0,0,0,0,0,0,19,1,0.0
4636.0,12000,7,74,0,1,0,0,0,0,0,9,1,1.0
1710.0,3500,5,36,1,0,0,0,0,0,1,16,1,0.0
1635.0,7500,7,44,0,0,0,1,0,0,0,16,1,0.0
4598.0,4500,5,58,0,0,0,0,1,0,0,10,1,1.0
525.0,2000,3,8,0,1,0,0,0,0,0,9,1,1.0
2806.0,5000,8,15,0,0,1,0,0,0,0,9,1,0.0
3079.0,7500,8,49,0,0,1,0,0,0,1,6,0,1.0
6302.0,5000,7,71,0,0,0,0,0,1,0,13,0,1.0
13000.0,1000,3,14,0,0,0,1,0,0,1,17,1,1.0
1045.0,2000,0,16,1,0,0,0,0,0,1,10,0,1.0
3280.0,500,1,0,0,0,1,0,0,0,0,13,0,1.0
668.0,2000,3,6,1,0,0,0,0,0,0,6,0,1.0
618.0,300,1,4,0,0,1,0,0,0,1,13,0,1.0
1677.0,500,2,2,1,0,0,0,0,0,0,20,1,1.0
1168.0,500,1,6,1,0,0,0,0,0,0,11,1,0.0
616.0,150,1,3,1,0,0,0,0,0,0,4,0,1.0
452.0,1000,3,0,0,0,0,0,1,0,0,6,0,1.0
1166.0,3000,3,0,0,0,1,0,0,0,0,16,1,0.0
889.0,2000,3,2,0,0,0,1,0,0,0,5,0,1.0
39000.0,1500,4,321,0,0,1,0,0,0,0,12,1,1.0
18000.0,850,4,106,0,0,0,0,1,0,0,15,1,0.0
14000.0,2000,5,105,0,1,0,0,0,0,0,16,1,0.0
11000.0,1500,6,33,0,0,1,0,0,0,0,11,0,1.0
11000.0,1000,3,66,0,0,0,0,1,0,1,17,0,1.0
4908.0,1500,5,86,0,0,0,0,0,1,1,9,1,0.0
6777.0,1000,4,223,0,0,0,0,0,1,0,8,1,0.0
4829.0,800,2,76,0,0,0,0,1,0,0,21,0,1.0
9653.0,400,3,68,0,0,0,0,0,1,1,7,1,1.0
3152.0,2000,3,13,0,0,1,0,0,0,0,8,1,0.0
3822.0,1000,2,42,1,0,0,0,0,0,0,16,1,1.0
3962.0,1000,5,90,0,0,0,0,1,0,0,7,1,1.0
32000.0,1300,7,337,0,0,0,1,0,0,0,36,1,1.0
3333.0,500,3,106,0,0,0,0,0,1,1,6,1,0.0
15000.0,1650,3,90,1,0,0,0,0,0,0,13,1,1.0
10000.0,600,2,25,1,0,0,0,0,0,1,5,0,1.0
20000.0,700,2,96,0,0,0,0,1,0,1,7,1,1.0
1123.0,700,3,208,0,0,0,0,1,0,0,6,0,1.0
2399.0,2000,3,43,0,0,0,0,0,1,0,15,1,1.0
4172.0,1200,5,82,1,0,0,0,0,0,0,17,1,1.0
3062.0,1500,3,41,0,0,0,0,1,0,0,10,1,0.0
15000.0,900,3,58,1,0,0,0,0,0,0,5,1,0.0
3942.0,600,2,55,0,0,0,1,0,0,0,13,1,1.0
4956.0,600,2,56,1,0,0,0,0,0,0,11,1,1.0
2378.0,1000,3,53,0,0,0,0,0,1,0,6,1,1.0
2751.0,600,4,55,0,0,0,0,1,0,0,10,1,0.0
2723.0,1000,3,39,0,0,0,1,0,0,0,7,1,1.0
3139.0,300,2,25,0,0,0,1,0,0,0,5,1,0.0
1269.0,3200,0,20,0,0,0,0,0,1,1,4,1,0.0
1412.0,1000,4,29,0,0,0,0,1,0,0,18,1,1.0
27000.0,2000,4,243,1,0,0,0,0,0,0,16,1,1.0
972.0,1000,0,16,1,0,0,0,0,0,0,15,1,1.0
6183.0,2000,9,189,0,0,0,0,0,1,0,10,1,1.0
2014.0,1800,5,27,0,0,0,0,1,0,1,5,0,1.0
3439.0,1100,4,10,0,0,1,0,0,0,0,8,1,0.0
9409.0,2000,8,501,0,0,0,0,1,0,1,20,1,0.0
12000.0,1800,7,234,0,0,0,0,0,1,1,20,1,0.0
3540.0,4500,9,162,0,0,0,0,1,0,0,20,1,0.0
3892.0,3000,7,234,0,0,1,0,0,0,0,9,1,1.0
1444.0,500,1,18,0,0,0,0,1,0,0,8,0,1.0
3650.0,5000,9,108,0,0,0,0,1,0,0,7,0,1.0
23000.0,1600,8,49,0,0,0,1,0,0,0,19,1,1.0
13000.0,2000,7,99,1,0,0,0,0,0,1,10,1,1.0
9423.0,200,6,62,0,0,0,0,1,0,1,14,1,1.0
1328.0,3000,5,64,0,0,1,0,0,0,1,15,1,1.0
3409.0,6000,1,94,0,0,0,0,0,1,0,8,1,1.0
2746.0,1500,5,93,0,0,0,1,0,0,0,14,1,1.0
11000.0,2000,7,132,0,1,0,0,0,0,1,15,0,1.0
1379.0,2000,7,1,0,0,0,0,0,1,0,20,1,0.0
1829.0,2580,1,34,0,0,0,0,0,1,0,12,0,1.0
1846.0,8000,6,21,0,0,0,0,0,1,0,10,1,1.0
4308.0,3000,1,10,0,0,1,0,0,0,0,7,1,1.0
1089.0,1500,4,33,0,0,0,1,0,0,1,9,1,1.0
576.0,1000,1,2,0,0,0,0,1,0,0,7,0,1.0
2026.0,800,3,1,1,0,0,0,0,0,0,18,0,1.0
472.0,700,3,6,1,0,0,0,0,0,0,8,0,1.0
386.0,2500,2,17,0,0,0,0,1,0,0,8,0,1.0
43000.0,1000,2,24,0,0,0,0,1,0,1,8,1,1.0
2091.0,2000,5,9,0,0,1,0,0,0,0,11,1,1.0
830.0,3000,5,9,0,0,0,0,1,0,1,6,1,1.0
1058.0,2500,3,0,0,0,0,1,0,0,0,8,1,0.0
85000.0,500,2,294,1,0,0,0,0,0,1,12,1,1.0
8911.0,2000,4,273,1,0,0,0,0,0,1,18,1,1.0
4070.0,2000,7,68,0,0,0,0,0,1,0,4,0,1.0
17000.0,300,1,123,0,0,0,1,0,0,1,19,1,1.0
8614.0,2000,4,110,0,0,1,0,0,0,0,12,1,0.0
8184.0,750,2,148,0,0,0,1,0,0,1,12,1,1.0
5642.0,500,2,89,0,0,0,1,0,0,1,16,0,1.0
4820.0,1200,1,54,0,1,0,0,0,0,1,11,1,1.0
4291.0,1417,5,362,0,0,1,0,0,0,0,5,1,1.0
3798.0,1500,3,38,0,1,0,0,0,0,0,12,1,1.0
6005.0,3000,9,47,0,1,0,0,0,0,0,6,0,1.0
1176.0,400,1,25,0,0,0,0,1,0,0,11,0,1.0
2820.0,500,2,36,0,0,0,0,0,1,1,20,0,1.0
3303.0,200,1,15,0,0,1,0,0,0,1,19,0,1.0
2229.0,1050,3,30,0,0,1,0,0,0,0,11,0,1.0
2443.0,450,2,25,0,0,0,0,1,0,1,13,0,1.0
1862.0,2000,5,59,0,0,0,0,1,0,0,12,1,1.0
1827.0,1000,1,11,0,0,0,0,1,0,1,6,0,1.0
3167.0,1000,2,63,0,0,1,0,0,0,1,9,1,1.0
3489.0,530,2,15,0,0,1,0,0,0,0,8,1,1.0
1000.0,300,0,2,1,0,0,0,0,0,1,10,0,1.0
9188.0,2000,3,151,0,0,0,0,1,0,1,4,1,1.0
16000.0,3600,9,173,0,0,0,0,1,0,1,12,0,1.0
3168.0,1400,6,67,1,0,0,0,0,0,0,15,1,0.0
4519.0,1800,5,182,0,0,0,0,0,1,0,19,0,1.0
3869.0,2300,5,123,0,0,0,0,0,1,0,15,0,1.0
50000.0,2000,3,41,0,0,0,0,1,0,0,19,1,1.0
3925.0,3000,3,199,1,0,0,0,0,0,0,16,1,1.0
7363.0,3000,8,266,0,0,0,0,1,0,0,19,1,1.0
6399.0,3500,7,341,1,0,0,0,0,0,0,4,0,1.0
8395.0,3080,7,107,0,0,0,1,0,0,0,16,0,1.0
5066.0,2500,8,375,0,1,0,0,0,0,1,28,1,1.0
3417.0,3500,9,166,0,0,0,1,0,0,1,15,1,1.0
6431.0,7000,8,183,0,0,0,0,1,0,0,14,0,1.0
8500.0,4000,9,255,1,0,0,0,0,0,1,4,1,1.0
5608.0,3500,8,163,0,0,0,0,1,0,1,16,1,1.0
4645.0,6000,8,251,1,0,0,0,0,0,0,12,0,1.0
2898.0,2500,6,158,0,0,0,1,0,0,0,4,1,1.0
19000.0,350,2,97,1,0,0,0,0,0,1,12,0,1.0
2268.0,1800,5,100,0,0,0,1,0,0,1,10,1,1.0
3730.0,700,2,136,0,0,1,0,0,0,0,23,1,1.0
2361.0,2500,6,125,0,0,0,0,0,1,0,9,1,1.0
3482.0,1800,6,125,1,0,0,0,0,0,1,4,0,1.0
4328.0,550,2,46,0,0,1,0,0,0,1,10,1,0.0
5428.0,1700,6,43,0,0,0,0,1,0,0,20,1,1.0
6107.0,1600,5,151,0,0,1,0,0,0,0,20,1,0.0
3275.0,3000,6,112,0,0,0,0,0,1,0,18,1,1.0
2550.0,200,1,19,1,0,0,0,0,0,0,9,0,1.0
3901.0,700,2,128,0,0,0,0,0,1,0,9,1,1.0
3931.0,4000,8,81,0,0,0,0,1,0,0,17,1,1.0
2014.0,2000,3,36,0,0,0,0,0,1,0,5,1,1.0
1763.0,3000,8,13,0,0,0,0,0,1,1,7,1,0.0
1798.0,2600,4,36,0,0,0,0,0,1,0,14,1,0.0
1995.0,2300,7,43,0,0,0,0,1,0,0,4,0,1.0
2623.0,3800,8,0,0,0,1,0,0,0,0,18,1,0.0
346.0,200,1,14,0,0,0,0,1,0,0,11,0,1.0
86000.0,3500,4,415,0,0,0,0,1,0,0,17,1,1.0
7468.0,2200,4,176,1,0,0,0,0,0,0,23,1,1.0
5915.0,2400,5,158,0,0,0,0,0,1,0,11,1,0.0
17000.0,3000,3,56,0,0,0,0,0,1,1,19,1,1.0
5915.0,400,1,245,0,0,0,0,1,0,0,15,1,0.0
7289.0,2700,7,44,0,0,0,0,1,0,1,18,1,1.0
8558.0,888,3,112,0,0,1,0,0,0,1,22,0,1.0
7477.0,1500,4,109,0,0,0,1,0,0,0,6,1,0.0
6636.0,3000,5,19,0,0,0,0,0,1,0,19,1,1.0
9149.0,1000,1,83,0,0,0,0,1,0,1,14,1,0.0
6977.0,4000,8,110,0,0,1,0,0,0,1,5,1,1.0
14000.0,600,3,136,0,0,0,0,1,0,0,7,1,0.0
3907.0,3000,3,29,0,0,0,1,0,0,0,3,0,1.0
25000.0,2200,4,166,0,1,0,0,0,0,0,20,1,1.0
4704.0,1000,3,31,0,0,0,1,0,0,1,13,1,0.0
4383.0,200,2,150,0,0,1,0,0,0,1,7,0,1.0
3201.0,1000,3,51,1,0,0,0,0,0,0,10,0,1.0
26000.0,2500,5,93,0,0,0,0,0,1,0,11,1,1.0
3465.0,2700,5,80,1,0,0,0,0,0,0,7,1,0.0
8611.0,2500,5,153,0,0,0,1,0,0,0,11,1,0.0
3234.0,2200,4,64,0,0,0,1,0,0,0,16,1,0.0
64000.0,2000,1,33,0,0,0,0,0,1,1,11,1,1.0
9396.0,500,3,73,1,0,0,0,0,0,0,17,0,1.0
6326.0,3500,6,66,0,0,1,0,0,0,0,16,0,1.0
3746.0,1500,2,70,0,0,1,0,0,0,0,3,0,1.0
26000.0,1600,5,27,0,1,0,0,0,0,1,7,1,0.0
6000.0,1500,2,48,0,0,0,0,0,1,0,7,1,1.0
